invoice_id,source_format,target_country,seller_id,buyer_id,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,line_items_json,seller_vat,buyer_vat,payment_reference,delivery_date
INV_0000060,F_XREC_UBL,FR,SELL_0574,BUY_0485,2026-05-09,EUR,3320.12,0.2,664.02,3984.14,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3320.12}]",FR869505738,DE765086407,REF-4633,2026-05-16
INV_0000061,F_NLCIUS,DE,SELL_0535,BUY_0383,2026-05-07,EUR,620.98,0.07,69.19,664.45,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 620.98, ""qty"": 1}}}]}",INVALID-972,FR161994392,REF-7704,2026-05-16
INV_0000062,F_XREC_UBL,FR,SELL_0347,BUY_0111,2026-03-27,EUR,3810.03,0.05,190.5,4000.53,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3810.03, ""qty"": 1}}}]}",2800ABCDB,C56600900,REF-8381,2026-05-16
INV_0000063,F_ZUGFERD,MY,SELL_0511,BUY_0005,2026-03-23,MYR,2698.79,0.05,134.94,2833.73,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2698.79, ""qty"": 1}}}]}",FR879524067,5552ABCDB,REF-8912,2026-05-16
INV_0000064,F_PINT_SG,NL,SELL_0132,BUY_0107,2026-04-13,EUR,3321.86,0.21,697.59,4019.45,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3321.86, ""qty"": 1}}}]}",NL515973568,7043ABCDB,REF-7302,2026-05-16
INV_0000065,F_NLCIUS,MY,SELL_0281,BUY_0408,2026-03-25,JPY,4821.61,0.19,916.11,5737.72,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4821.61}]",DE230833665,NL457517705,REF-3185,2026-05-16
INV_0000066,F_FACTURX,DE,SELL_0561,BUY_0322,2026-05-03,EUR,3588.18,0.21,753.52,4341.7,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3588.18, ""qty"": 1}}}]}",DE197088689,BE773412230,REF-4435,2026-05-16
INV_0000067,F_PINT_SG,DE,SELL_0354,BUY_0136,2026-03-31,EUR,4908.54,0.07,343.6,5252.14,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4908.54, ""qty"": 1}}}]}",8861ABCDC,NL384161612,REF-2890,2026-05-16
INV_0000068,F_PINT_MY,MY,SELL_0597,BUY_0585,2026-03-20,MYR,4719.1,0.2,943.82,5662.92,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4719.1, ""qty"": 1}}}]}",NL476326283,C54524582,REF-7920,2026-05-16
INV_0000069,F_FACTURX,MY,SELL_0026,BUY_0391,2026-04-28,MYR,812.1,0.05,40.61,852.71,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 812.1, ""qty"": 1}}}]}",DE358633898,7948ABCDD,REF-3636,2026-05-16
INV_0000070,F_FACTURX,SG,SELL_0150,BUY_0064,2026-03-28,JPY,3483.91,0.19,706.66,4145.85,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3483.91}]",FR529982328,NL126614158,REF-9866,2026-05-16
INV_0000071,F_PEPPOL,SG,SELL_0575,BUY_0399,2026-03-17,SGD,1264.22,0.19,240.2,1504.42,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1264.22}]",9907ABCDA,BE735297732,REF-7251,2026-05-16
INV_0000072,F_FACTURX,SG,SELL_0566,BUY_0056,2026-03-18,SGD,1095.13,0.2,219.03,1314.16,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1095.13}]",1212ABCDC,C16818112,REF-7025,2026-05-16
INV_0000073,F_XREC_CII,MY,SELL_0199,BUY_0302,2026-05-04,MYR,2299.19,0.05,114.96,2414.15,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2299.19, ""qty"": 1}}}]}",FR400368694,,REF-9418,2026-05-16
INV_0000074,F_PEPPOL,DE,SELL_0271,BUY_0134,2026-04-24,EUR,888.55,0.19,168.82,1057.37,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 888.55, ""qty"": 1}}}]}",FR549533634,C69421007,REF-8640,2026-05-16
INV_0000075,F_PINT_MY,NL,SELL_0158,BUY_0331,,JPY,349.19,0.21,73.33,422.52,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 349.19, ""qty"": 1}}}]}",INVALID-288,NL740895381,REF-6866,2026-05-16
INV_0000076,F_ZUGFERD,MY,SELL_0518,BUY_0164,2026-05-10,MYR,2138.06,0.21,448.99,2587.05,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2138.06}]",FR328766544,FR302563940,REF-6724,2026-05-16
INV_0000077,F_NLCIUS,DE,SELL_0370,BUY_0301,2026-04-10,EUR,1170.38,0.21,245.78,1416.16,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1170.38}]",INVALID-757,BE792738367,REF-1144,2026-05-16
INV_0000078,F_ZUGFERD,MY,SELL_0041,BUY_0329,2026-04-29,MYR,1968.73,0.05,98.44,2067.17,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1968.73, ""qty"": 1}}}]}",BE102314313,DE874305759,REF-9851,2026-05-16
INV_0000079,F_FACTURX,BE,SELL_0527,BUY_0521,2026-04-25,EUR,2485.34,0.19,472.21,2957.55,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2485.34, ""qty"": 1}}}]}",INVALID-891,C48241423,REF-9419,2026-05-16
INV_0000080,F_ZUGFERD,MY,SELL_0068,BUY_0216,2026-03-23,MYR,3384.64,0.07,276.8,3621.56,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3384.64}]",NL808705238,,REF-2702,2026-05-16
INV_0000081,F_PEPPOL,NL,SELL_0471,BUY_0340,2026-05-04,EUR,285.64,0.05,14.28,299.92,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 285.64, ""qty"": 1}}}]}",FR204821934,FR259923818,REF-5127,2026-05-16
INV_0000082,F_ZUGFERD,MY,SELL_0265,BUY_0418,2026-04-25,MYR,2001.36,0.2,400.27,2401.63,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2001.36, ""qty"": 1}}}]}",BE679574436,DE873430762,REF-1276,2026-05-16
INV_0000083,F_XREC_UBL,BE,SELL_0065,BUY_0047,2026-04-27,EUR,4256.43,0.19,808.72,5065.15,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4256.43, ""qty"": 1}}}]}",NL456681425,BE852566344,REF-5937,2026-05-16
INV_0000084,F_NLCIUS,DE,SELL_0391,BUY_0405,,JPY,4128.4,0.05,206.42,4334.82,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4128.4}]",BE597146648,BE498441427,REF-9740,2026-05-16
INV_0000085,F_XREC_CII,SG,SELL_0306,BUY_0383,2026-05-08,JPY,4791.22,0.05,239.56,5030.78,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4791.22, ""qty"": 1}}}]}",BE379484009,FR161994392,REF-1684,2026-05-16
INV_0000086,F_XREC_CII,BE,SELL_0216,BUY_0353,2026-05-05,EUR,2122.01,0.21,482.46,2567.63,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2122.01, ""qty"": 1}}}]}",INVALID-285,DE841139461,REF-4014,2026-05-16
INV_0000087,F_PINT_MY,MY,SELL_0563,BUY_0473,2026-04-03,MYR,3258.91,0.05,162.95,3421.86,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3258.91, ""qty"": 1}}}]}",NL525464250,C85141654,REF-2103,2026-05-16
INV_0000088,F_XREC_UBL,NL,SELL_0339,BUY_0366,2026-04-27,EUR,728.25,0.07,50.98,779.23,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 728.25}]",NL530986098,BE459748735,REF-2143,2026-05-16
INV_0000089,F_XREC_CII,DE,SELL_0462,BUY_0337,2026-04-09,EUR,3120.08,0.19,592.82,3712.9,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3120.08}]",7176ABCDA,NL522950895,REF-6971,2026-05-16
INV_0000090,F_ZUGFERD,FR,SELL_0005,BUY_0321,,EUR,1306.26,0.07,91.44,1397.7,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1306.26}]",BE271432881,C38294221,REF-6889,2026-05-16
INV_0000091,F_XREC_UBL,FR,SELL_0313,BUY_0499,2026-03-23,EUR,2803.19,0.07,196.22,2999.41,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2803.19, ""qty"": 1}}}]}",BE869801588,NL242475723,REF-5597,2026-05-16
