source_format,target_country,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,seller_vat,buyer_vat,payment_reference,delivery_date,target_format,syntax,line_item_structure,supports_credit_note,max_line_items,expected_tax,tax_difference,currency_supported,line_item_count,total_quantity,avg_item_price,has_negative_price,seller_vat_missing,buyer_vat_missing,payment_reference_missing,delivery_date_missing,missing_required_count
0,5,0,3,170970.29,0.1,17097.03,188067.32,0,0,0,0,7,1,1,True,100,17097.03,0.0,0,13,444,6271.691538461539,0,0,0,0,0,0
0,2,0,0,236435.69,0.19,44922.78,281358.47,0,0,0,0,5,0,0,False,200,44922.78,0.0,0,15,832,328.9146666666667,0,0,0,0,0,0
0,1,0,0,1064.51,0.14,149.03,1213.54,0,0,0,0,2,1,1,True,500,149.03,0.0,0,2,125,8.485,0,0,0,0,0,0
0,4,0,0,1193.76,0.2,238.75,1432.51,0,0,0,0,8,1,1,True,500,238.75,0.0,0,3,132,9.94,0,0,0,0,0,0
0,4,0,0,20816.0,0.19,3955.04,24771.04,0,0,0,0,8,1,1,True,500,3955.04,0.0,0,15,501,577.9240000000001,0,0,0,0,0,0
0,1,0,0,151928.95,0.09,13673.61,165602.56,0,0,0,0,2,1,1,True,500,13673.61,0.0,0,13,512,4236.723846153846,0,0,0,0,0,0
0,1,0,0,21851.67,0.09,1966.65,23818.32,0,0,0,0,2,1,1,True,500,1966.65,0.0,0,1,71,307.77,0,0,0,0,0,0
0,1,0,0,23479.52,0.0,0.0,23479.52,0,0,0,0,2,1,1,True,500,0.0,0.0,0,7,238,1227.8500000000001,0,0,0,0,0,0
0,4,0,0,26658.49,0.0,0.0,26658.49,0,0,0,0,8,1,1,True,500,0.0,0.0,0,5,256,106.63600000000001,0,0,0,0,0,0
0,3,0,2,17520.36,0.09,1576.83,19097.19,0,0,0,0,6,1,0,False,100,1576.83,0.0,0,5,306,98.502,0,0,0,0,0,0
0,2,0,0,10870.4,0.19,2065.38,12935.78,0,0,0,0,5,0,0,False,200,2065.38,0.0,0,8,353,20.00375,0,0,0,0,0,0
0,4,0,0,802.68,0.07,56.19,858.87,0,0,0,0,8,1,1,True,500,56.19,0.0,0,2,76,10.61,0,0,0,0,0,0
0,2,0,0,179874.87,0.1,17987.49,197862.36,0,0,0,0,5,0,0,False,200,17987.49,0.0,0,5,263,755.534,0,0,0,0,0,0
0,4,0,0,10107.26,0.07,707.51,10814.77,0,0,0,0,8,1,1,True,500,707.51,0.0,0,2,58,3684.71,0,0,0,0,0,0
0,1,0,0,9526.59,0.25,2183.23,11709.82,0,0,0,0,2,1,1,True,500,2381.65,198.42,0,3,117,103.08333333333333,0,0,0,0,0,0
0,0,0,0,25561.72,0.1,2556.17,28117.89,0,0,0,0,1,1,1,True,999,2556.17,0.0,0,2,44,733.89,0,0,0,0,0,0
0,5,0,3,54542.45,0.21,11453.91,65996.36,0,0,0,0,7,1,1,True,100,11453.91,0.0,0,3,192,232.26666666666668,0,0,0,0,0,0
0,4,0,0,27593.8,0.07,1931.57,29525.37,0,0,0,0,8,1,1,True,500,1931.57,0.0,0,3,99,223.1933333333333,0,0,0,0,0,0
0,1,0,0,193475.31,0.055,10641.14,204116.45,0,0,0,0,2,1,1,True,500,10641.14,0.0,0,13,451,6029.723076923076,0,0,0,0,0,0
0,4,0,0,168690.26,0.1,16869.03,185559.29,0,0,0,0,8,1,1,True,500,16869.03,0.0,0,1,1,168690.26,0,0,0,0,0,0
0,2,0,0,233513.92,0.19,44367.64,277881.56,0,0,0,0,5,0,0,False,200,44367.64,0.0,0,10,481,438.349,0,0,0,0,0,0
0,1,0,0,15613.66,0.06,936.82,16550.48,0,0,0,0,2,1,1,True,500,936.82,0.0,0,3,101,167.60666666666665,0,0,0,0,0,0
0,5,0,3,216080.51,0.1,21608.05,237688.56,0,0,0,0,7,1,1,True,100,21608.05,0.0,0,5,111,26780.762,0,0,0,0,0,0
0,3,0,2,153633.07,0.19,29190.28,182823.35,0,0,0,0,6,1,0,False,100,29190.28,0.0,0,2,74,1830.905,0,0,0,0,0,0
0,5,0,3,37717.4,0.0,0.0,37717.4,0,0,0,0,7,1,1,True,100,0.0,0.0,0,3,143,8177.286666666667,0,0,0,0,0,0
0,2,0,0,849.8,0.09,76.48,926.28,0,0,0,0,5,0,0,False,200,76.48,0.0,0,2,85,9.95,0,0,0,0,0,0
0,2,0,0,164377.72,0.19,31231.77,195609.49,0,0,0,0,5,0,0,False,200,31231.77,0.0,0,8,369,500.31625,0,0,0,0,0,0
0,2,0,0,37553.92,0.07,2628.77,40182.69,0,0,0,0,5,0,0,False,200,2628.77,0.0,0,5,272,124.324,0,0,0,0,0,0
0,4,0,0,1412.3,0.07,98.86,1511.16,0,0,0,0,8,1,1,True,500,98.86,0.0,0,2,96,81.52,0,0,0,0,0,0
0,4,0,0,4883.11,0.2,976.62,5859.73,0,0,0,0,8,1,1,True,500,976.62,0.0,0,3,164,26.523333333333337,0,0,0,0,0,0
0,4,0,0,179337.16,0.07,12553.6,191890.76,0,0,0,0,8,1,1,True,500,12553.6,0.0,0,10,445,9588.055,0,0,0,0,0,0
0,5,0,3,22572.44,0.1,2257.24,24829.68,0,0,0,0,7,1,1,True,100,2257.24,0.0,0,1,44,513.01,0,0,0,0,0,0
0,3,0,2,2354.77,0.19,447.41,2802.18,0,0,0,0,6,1,0,False,100,447.41,0.0,0,5,260,6.968000000000001,0,0,0,0,0,0
0,1,0,0,75838.14,0.21,15926.01,91764.15,0,0,0,0,2,1,1,True,500,15926.01,0.0,0,9,244,4205.358888888888,0,0,0,0,0,0
0,4,0,0,33576.12,0.19,6379.46,39955.58,0,0,0,0,8,1,1,True,500,6379.46,0.0,0,7,236,829.4814285714285,0,0,0,0,0,0
0,4,0,0,27289.72,0.1,2728.97,30018.69,0,0,0,0,8,1,1,True,500,2728.97,0.0,0,2,72,3203.31,0,0,0,0,0,0
0,4,0,0,42547.28,0.07,3211.7,45758.98,0,0,0,0,8,1,1,True,500,2978.31,233.39,0,2,134,278.82,0,0,0,0,0,0
0,1,0,0,247835.09,0.09,22305.16,270140.25,0,0,0,0,2,1,1,True,500,22305.16,0.0,0,12,719,984.8725,0,0,0,0,0,0
0,0,0,0,71720.36,0.21,15061.28,86781.64,0,0,0,0,1,1,1,True,999,15061.28,0.0,0,10,328,2764.4519999999998,0,0,0,0,0,0
0,4,0,0,1359.7,0.055,76.69,1436.39,0,0,0,0,8,1,1,True,500,74.78,1.91,0,3,135,12.18,0,0,0,0,0,0
0,4,0,0,80005.5,0.0,0.0,80005.5,0,0,0,0,8,1,1,True,500,0.0,0.0,0,5,358,218.26999999999998,0,0,0,0,0,0
0,5,0,3,174533.41,0.19,33161.35,207694.76,0,0,0,0,7,1,1,True,100,33161.35,0.0,0,2,40,83139.14499999999,0,0,0,0,0,0
0,1,0,0,204074.46,0.2,40814.89,244889.35,0,0,0,0,2,1,1,True,500,40814.89,0.0,0,4,137,44119.8775,0,0,0,0,0,0
0,4,0,0,50990.03,0.07,3569.3,54559.33,0,0,0,0,8,1,1,True,500,3569.3,0.0,0,6,402,1501.9766666666665,0,0,0,0,0,0
0,4,0,0,2706.5,0.07,189.46,2895.96,0,0,0,0,8,1,1,True,500,189.46,0.0,0,2,65,135.055,0,0,0,0,0,0
0,1,0,0,4783.04,0.21,1004.44,5787.48,0,0,0,0,2,1,1,True,500,1004.44,0.0,0,2,146,24.74,0,0,0,0,0,0
0,4,0,0,3877.84,0.19,736.79,4614.63,0,0,0,0,8,1,1,True,500,736.79,0.0,0,4,78,88.86749999999999,0,0,0,0,0,0
0,0,0,0,3668.74,0.09,330.19,3998.93,0,0,0,0,1,1,1,True,999,330.19,0.0,0,3,79,54.553333333333335,0,0,0,0,0,0
0,2,0,0,77804.62,0.13,10114.6,87919.22,0,0,0,0,5,0,0,False,200,10114.6,0.0,0,5,181,351.818,0,0,0,0,0,0
0,0,0,0,138990.69,0.09,12509.16,151499.85,0,0,0,0,1,1,1,True,999,12509.16,0.0,0,3,117,874.25,0,0,0,0,0,0
0,4,0,0,27319.86,0.1,2731.99,30051.85,0,0,0,0,8,1,1,True,500,2731.99,0.0,0,2,81,382.65,0,0,0,0,0,0
0,4,0,0,67760.86,0.19,12874.56,80635.42,0,0,0,0,8,1,1,True,500,12874.56,0.0,0,3,103,860.0866666666667,0,0,0,0,0,0
0,0,0,0,4776.51,0.055,262.71,5039.22,0,0,0,0,1,1,1,True,999,262.71,0.0,0,5,247,16.202,0,0,0,0,0,0
0,5,0,3,175698.95,0.0,0.0,175698.95,0,0,0,0,7,1,1,True,100,0.0,0.0,0,2,2,87849.475,0,0,0,0,0,0
0,0,0,0,22747.7,0.09,2047.29,24794.99,0,0,0,0,1,1,1,True,999,2047.29,0.0,0,5,254,106.298,0,0,0,0,0,0
0,1,0,0,6870.12,0.0,0.0,6870.12,0,0,0,0,2,1,1,True,500,0.0,0.0,0,8,378,116.51375,0,0,0,0,0,0
0,4,0,0,34575.94,0.21,7260.95,41836.89,0,0,0,0,8,1,1,True,500,7260.95,0.0,0,5,270,3434.072,0,0,0,0,0,0
0,1,0,0,233350.69,0.21,49003.64,282354.33,0,0,0,0,2,1,1,True,500,49003.64,0.0,0,6,236,6134.333333333333,0,0,0,0,0,0
0,2,0,0,467.03,0.25,116.76,583.79,0,0,0,0,5,0,0,False,200,116.76,0.0,0,2,87,6.715,0,0,0,0,0,0
0,4,0,0,24116.49,0.07,1688.15,25804.64,0,0,0,0,8,1,1,True,500,1688.15,0.0,0,5,280,3334.29,0,0,0,0,0,0
0,1,0,0,207290.34,0.055,11400.97,218691.31,0,0,0,0,2,1,1,True,500,11400.97,0.0,0,12,360,7124.488333333334,0,0,0,0,0,0
0,5,0,3,3001.29,0.1,300.13,3301.42,0,0,0,0,7,1,1,True,100,300.13,0.0,0,6,107,60.46333333333333,0,0,0,0,0,0
0,2,0,0,9452.18,0.19,1795.91,11248.09,0,0,0,0,5,0,0,False,200,1795.91,0.0,0,3,99,1396.006666666667,0,0,0,0,0,0
0,1,0,0,36332.97,0.04,1453.32,37786.29,0,0,0,0,2,1,1,True,500,1453.32,0.0,0,3,92,6333.496666666666,0,0,0,0,0,0
0,3,0,2,12772.13,0.0,0.0,12772.13,0,0,0,0,6,1,0,False,100,0.0,0.0,0,20,908,14.889,0,0,0,0,0,0
0,2,0,0,75619.98,0.07,5293.4,80913.38,0,0,0,0,5,0,0,False,200,5293.4,0.0,0,3,147,469.81,0,0,0,0,0,0
0,0,0,0,7966.92,0.19,1513.71,9480.63,0,0,0,0,1,1,1,True,999,1513.71,0.0,0,2,163,54.57,0,0,0,0,0,0
0,4,0,0,237793.12,0.07,15412.5,253205.62,0,0,0,0,8,1,1,True,500,16645.52,1233.02,0,11,196,13332.971818181819,0,0,0,1,0,1
0,4,0,0,20598.46,0.07,1441.89,22040.35,0,0,0,0,8,1,1,True,500,1441.89,0.0,0,2,131,141.70999999999998,0,0,0,0,0,0
0,0,0,0,188.21,0.21,39.52,227.73,0,0,0,0,1,1,1,True,999,39.52,0.0,0,1,59,3.19,0,0,0,0,0,0
0,2,0,0,4957.55,0.07,347.03,5304.58,0,0,0,0,5,0,0,False,200,347.03,0.0,0,2,115,52.25,0,0,0,0,0,0
0,2,0,0,209966.73,0.25,52491.68,262458.41,0,0,0,0,5,0,0,False,200,52491.68,0.0,0,5,235,954.016,0,0,0,0,0,0
0,4,0,0,162552.26,0.19,30884.93,193437.19,0,0,0,0,8,1,1,True,500,30884.93,0.0,0,12,519,1375.2175,0,0,0,0,0,0
0,4,0,0,5504.8,0.19,1045.91,6550.71,0,0,0,0,8,1,1,True,500,1045.91,0.0,0,4,159,203.095,0,0,0,0,0,0
0,2,0,0,89854.18,0.19,16334.01,106188.19,0,0,0,0,5,0,0,False,200,17072.29,738.28,0,3,134,1334.5666666666668,0,0,0,0,0,0
0,4,0,0,81203.99,0.07,5684.28,86888.27,0,0,0,0,8,1,1,True,500,5684.28,0.0,0,7,296,3795.7228571428573,0,0,0,0,0,0
0,0,0,0,4608.15,0.07,322.57,4930.72,0,0,0,0,1,1,1,True,999,322.57,0.0,0,3,99,287.45,0,0,0,0,0,0
0,0,0,0,2617.05,0.055,143.94,2760.99,0,0,0,0,1,1,1,True,999,143.94,0.0,0,2,53,360.945,0,0,0,0,0,0
0,5,0,3,875.05,0.06,52.5,927.55,0,0,0,0,7,1,1,True,100,52.5,0.0,0,3,171,4.286666666666667,0,0,1,0,0,1
0,4,0,0,12495.6,0.12,1499.47,13995.07,0,0,0,0,8,1,1,True,500,1499.47,0.0,0,6,220,759.58,0,0,0,0,0,0
0,5,0,3,10220.43,0.1,1022.04,11242.47,0,0,0,0,7,1,1,True,100,1022.04,0.0,0,3,189,45.086666666666666,0,0,0,0,0,0
0,2,0,0,203227.48,0.07,14225.92,217453.4,0,0,0,0,5,0,0,False,200,14225.92,0.0,0,5,244,1319.9560000000001,0,0,0,0,0,0
0,2,0,0,184348.13,0.07,12904.37,197252.5,0,0,0,0,5,0,0,False,200,12904.37,0.0,0,5,167,893.7299999999999,0,0,0,0,0,0
0,2,0,0,210832.92,0.19,34595.67,245428.59,0,0,0,0,5,0,0,False,200,40058.25,5462.58,0,15,658,458.7866666666667,0,0,0,0,0,0
0,5,0,3,2055.58,0.06,123.33,2178.91,0,0,0,0,7,1,1,True,100,123.33,0.0,0,3,201,9.0,0,0,0,0,0,0
0,0,0,0,19231.06,0.2,3846.21,23077.27,0,0,0,0,1,1,1,True,999,3846.21,0.0,0,2,25,8204.25,0,0,0,0,0,0
0,4,0,0,3524.18,0.25,881.04,4405.22,0,0,0,0,8,1,1,True,500,881.04,0.0,0,4,123,826.65,0,0,0,0,0,1
0,2,0,0,69306.66,0.07,4851.47,74158.13,0,0,0,0,5,0,0,False,200,4851.47,0.0,0,8,456,161.39875,0,0,0,0,0,0
0,0,0,0,62374.7,0.21,13098.69,75473.39,0,0,0,0,1,1,1,True,999,13098.69,0.0,0,4,184,528.77,0,0,0,0,0,0
0,0,0,0,85034.11,0.19,16156.48,101190.59,0,0,0,0,1,1,1,True,999,16156.48,0.0,0,3,195,430.3666666666666,0,0,0,0,0,0
0,0,0,0,26023.41,0.19,4944.45,30967.86,0,0,0,0,1,1,1,True,999,4944.45,0.0,0,7,314,276.85714285714283,0,0,0,0,0,0
0,3,0,2,240401.76,0.09,21636.16,262037.92,0,0,0,0,6,1,0,False,100,21636.16,0.0,0,10,614,365.755,0,0,0,0,0,0
0,0,0,0,4858.3,0.07,340.08,5198.38,0,0,0,0,1,1,1,True,999,340.08,0.0,0,5,345,13.172,0,0,0,0,0,0
0,2,0,0,8161.16,0.07,571.28,8732.44,0,0,0,0,5,0,0,False,200,571.28,0.0,0,2,196,41.61,0,0,0,0,0,0
0,1,0,0,1076.8,0.21,226.13,1302.93,0,0,0,0,2,1,1,True,500,226.13,0.0,0,2,41,22.18,0,0,0,0,0,0
0,1,0,0,2603.21,0.04,104.13,2707.34,0,0,0,0,2,1,1,True,500,104.13,0.0,0,2,137,28.53,0,0,0,0,0,0
0,5,0,3,106454.3,0.1,10645.43,117099.73,0,0,0,0,7,1,1,True,100,10645.43,0.0,0,9,452,4271.708888888888,0,0,0,0,0,0
0,2,0,0,166217.7,0.07,11635.24,177852.94,0,0,0,0,5,0,0,False,200,11635.24,0.0,0,1,22,7555.35,0,0,0,0,0,0
0,4,0,0,215446.77,0.026,5601.62,221048.39,0,0,0,0,8,1,1,True,500,5601.62,0.0,0,6,311,5151.206666666666,0,0,0,0,0,0
0,2,0,0,102443.31,0.19,19464.23,121907.54,0,0,0,0,5,0,0,False,200,19464.23,0.0,0,3,127,1085.53,0,0,0,0,0,0
0,1,0,0,167940.44,0.1,16794.04,184734.48,0,0,0,0,2,1,1,True,500,16794.04,0.0,0,2,82,9943.82,0,0,0,0,0,0
0,4,0,0,122630.21,0.19,23299.74,145929.95,0,0,0,0,8,1,1,True,500,23299.74,0.0,0,2,72,56397.955,0,0,0,0,0,0
0,3,0,2,20910.12,0.0,0.0,20910.12,0,0,0,0,6,1,0,False,100,0.0,0.0,0,5,270,91.69,0,0,0,0,0,0
0,1,0,0,32893.53,0.21,6907.64,39801.17,0,0,0,0,2,1,1,True,500,6907.64,0.0,0,2,83,612.21,0,0,0,0,0,0
0,1,0,0,181345.66,0.1,18134.57,199480.23,0,0,0,0,2,1,1,True,500,18134.57,0.0,0,11,435,6573.862727272728,0,0,0,0,0,0
0,5,0,3,152334.05,0.0,0.0,152334.05,0,0,0,0,7,1,1,True,100,0.0,0.0,0,10,355,3049.8399999999997,0,0,0,0,0,0
0,2,0,0,13988.39,0.07,979.19,14967.58,0,0,0,0,5,0,0,False,200,979.19,0.0,0,3,139,120.50333333333333,0,0,0,0,0,0
0,2,0,0,38505.38,0.19,7316.02,45821.4,0,0,0,0,5,0,0,False,200,7316.02,0.0,0,3,172,259.62333333333333,0,0,0,0,0,0
0,1,0,0,10595.27,0.12,1271.43,11866.7,0,0,0,0,2,1,1,True,500,1271.43,0.0,0,4,128,1187.8475,0,0,0,0,0,0
0,0,0,0,19243.17,0.0,0.0,19243.17,0,0,0,0,1,1,1,True,999,0.0,0.0,0,1,81,237.57,0,0,0,0,0,0
0,2,0,0,136473.29,0.07,9553.13,146026.42,0,0,0,0,5,0,0,False,200,9553.13,0.0,0,3,77,880.7433333333333,0,0,0,0,0,0
0,4,0,0,12923.6,0.07,904.65,13828.25,0,0,0,0,8,1,1,True,500,904.65,0.0,0,12,334,405.9558333333334,0,0,0,0,0,0
0,2,0,0,222773.72,0.14,31188.32,253962.04,0,0,0,0,5,0,0,False,200,31188.32,0.0,0,15,750,366.48066666666665,0,0,0,0,0,0
0,0,0,0,2444.49,0.1,244.45,2688.94,0,0,0,0,1,1,1,True,999,244.45,0.0,0,3,148,279.77333333333337,0,0,0,0,0,1
0,5,0,3,20500.68,0.1,2211.8,22712.48,0,0,0,0,7,1,1,True,100,2050.07,161.73,0,2,20,9911.76,0,0,0,0,0,0
0,3,0,2,128287.25,0.0,0.0,128287.25,0,0,0,0,6,1,0,False,100,0.0,0.0,0,5,174,1089.446,0,0,0,0,0,0
0,1,0,0,90960.69,0.1,9096.07,100056.76,0,0,0,0,2,1,1,True,500,9096.07,0.0,0,6,218,8111.056666666666,0,0,0,0,0,0
0,4,0,0,1366.92,0.2,273.38,1640.3,0,0,0,0,8,1,1,True,500,273.38,0.0,0,3,126,27.423333333333332,0,0,0,0,0,0
0,2,0,0,152632.18,0.07,10684.25,163316.43,0,0,0,0,5,0,0,False,200,10684.25,0.0,0,5,256,612.162,0,0,0,0,0,0
0,2,0,0,157712.0,0.07,11039.84,168751.84,0,0,0,0,5,0,0,False,200,11039.84,0.0,0,3,190,1029.9533333333334,0,0,0,0,0,0
0,4,0,0,59544.64,0.07,4168.12,63712.76,0,0,0,0,8,1,1,True,500,4168.12,0.0,0,5,88,6865.804000000001,0,0,0,0,0,0
0,2,0,0,7606.96,0.07,532.49,8139.45,0,0,0,0,5,0,0,False,200,532.49,0.0,0,3,137,68.47,0,0,0,0,0,0
0,3,0,2,579.81,0.0,0.0,579.81,0,0,0,0,6,1,0,False,100,0.0,0.0,0,1,33,17.57,0,0,0,0,0,0
0,1,0,0,227293.43,0.15,34094.01,261387.44,0,0,0,0,2,1,1,True,500,34094.01,0.0,0,7,259,29169.238571428574,0,0,0,0,0,0
0,2,0,0,6451.21,0.09,580.61,7031.82,0,0,0,0,5,0,0,False,200,580.61,0.0,0,8,296,25.9425,0,0,0,0,0,0
0,2,0,0,239098.2,0.19,45428.66,284526.86,0,0,0,0,5,0,0,False,200,45428.66,0.0,0,10,463,475.242,0,0,0,0,0,0
0,1,0,0,1322.18,0.09,119.0,1441.18,0,0,0,0,2,1,1,True,500,119.0,0.0,0,3,114,11.343333333333334,0,0,0,0,0,0
0,0,0,0,162856.84,0.07,11399.98,174256.82,0,0,0,0,1,1,1,True,999,11399.98,0.0,0,8,570,242.77375,0,0,0,0,0,0
0,5,0,3,213486.5,0.04,8539.46,222025.96,0,0,0,0,7,1,1,True,100,8539.46,0.0,0,8,370,8508.075,0,0,0,0,0,0
0,0,0,0,11846.53,0.19,2250.84,14097.37,0,0,0,0,1,1,1,True,999,2250.84,0.0,0,3,148,83.03333333333335,0,0,0,0,0,0
0,4,0,0,214432.26,0.12,25731.87,240164.13,0,0,0,0,8,1,1,True,500,25731.87,0.0,0,2,100,1742.755,0,0,0,0,0,0
0,2,0,0,175752.12,0.09,15817.69,191569.81,0,0,0,0,5,0,0,False,200,15817.69,0.0,0,10,396,373.64099999999996,0,0,0,0,0,0
0,1,0,0,15547.24,0.09,1399.25,16946.49,0,0,0,0,2,1,1,True,500,1399.25,0.0,0,4,106,1862.655,0,0,0,0,0,0
0,3,0,2,6626.76,0.19,1259.08,7885.84,0,0,0,0,6,1,0,False,100,1259.08,0.0,0,1,84,78.89,0,0,0,0,0,0
0,2,0,0,72129.36,0.22,15868.46,87997.82,0,0,0,0,5,0,0,False,200,15868.46,0.0,0,2,136,533.97,0,0,0,0,0,0
0,1,0,0,233788.7,0.1,23378.87,257167.57,0,0,0,0,2,1,1,True,500,23378.87,0.0,0,3,156,1101.5566666666666,0,0,0,0,0,0
0,1,0,0,8144.7,0.1,814.47,8959.17,0,0,0,0,2,1,1,True,500,814.47,0.0,0,2,67,3853.625,0,0,0,0,0,0
0,4,0,0,4603.41,0.06,249.19,4852.6,0,0,0,0,8,1,1,True,500,276.2,27.01,0,2,103,39.27,0,0,1,0,0,1
