invoice_id,target_format,is_mapping_valid,mapping_errors,corrected_fields
INV-SRC-00077,facturx,True,,{}
INV-SRC-00078,pint_sg,True,,{}
INV-SRC-00079,facturx,True,,{}
INV-SRC-00080,xrechnung_ubl,False,missing_required_field|tax_amount_mismatch,"{""delivery_date"": ""2025-02-01"", ""tax_amount"": ""35439.57"", ""total_amount"": ""204199.41""}"
INV-SRC-00081,facturx,True,,{}
INV-SRC-00082,xrechnung_ubl,True,,{}
INV-SRC-00083,xrechnung_ubl,True,,{}
INV-SRC-00084,xrechnung_ubl,True,,{}
INV-SRC-00085,facturx,True,,{}
INV-SRC-00086,facturx,True,,{}
INV-SRC-00087,nlcius,False,missing_required_field,"{""buyer_id"": ""DIJK-2092""}"
INV-SRC-00088,pint_sg,True,,{}
INV-SRC-00089,facturx,True,,{}
INV-SRC-00090,xrechnung_ubl,True,,{}
INV-SRC-00091,peppol_bis_3,True,,{}
INV-SRC-00092,nlcius,True,,{}
INV-SRC-00093,xrechnung_ubl,True,,{}
INV-SRC-00094,pint_my,True,,{}
INV-SRC-00095,peppol_bis_3,True,,{}
INV-SRC-00096,peppol_bis_3,True,,{}
INV-SRC-00097,facturx,False,seller_vat_format_invalid,"{""seller_vat"": ""DE302205020""}"
INV-SRC-00098,peppol_bis_3,True,,{}
INV-SRC-00099,pint_sg,True,,{}
INV-SRC-00100,xrechnung_ubl,True,,{}
INV-SRC-00101,nlcius,False,tax_amount_mismatch,"{""tax_amount"": ""343.73"", ""total_amount"": ""5254.13""}"
INV-SRC-00102,xrechnung_ubl,False,tax_amount_mismatch,"{""tax_amount"": ""1657.7"", ""total_amount"": ""9551.53""}"
INV-SRC-00103,pint_my,False,tax_amount_mismatch,"{""tax_amount"": ""29662.72"", ""total_amount"": ""185782.28""}"
INV-SRC-00104,pint_my,True,,{}
INV-SRC-00105,peppol_bis_3,True,,{}
INV-SRC-00106,xrechnung_ubl,True,,{}
INV-SRC-00107,peppol_bis_3,True,,{}
INV-SRC-00108,facturx,True,,{}
INV-SRC-00109,pint_my,False,line_item_structure_incompatible,"{""line_item_structure"": ""flat""}"
INV-SRC-00110,facturx,True,,{}
INV-SRC-00111,peppol_bis_3,True,,{}
INV-SRC-00112,facturx,True,,{}
INV-SRC-00113,xrechnung_ubl,True,,{}
INV-SRC-00114,facturx,False,tax_amount_mismatch,"{""tax_amount"": ""157.66"", ""total_amount"": ""2409.92""}"
INV-SRC-00115,peppol_bis_3,True,,{}
INV-SRC-00116,pint_sg,True,,{}
INV-SRC-00117,facturx,True,,{}
INV-SRC-00118,facturx,True,,{}
INV-SRC-00119,peppol_bis_3,True,,{}
INV-SRC-00120,xrechnung_ubl,True,,{}
INV-SRC-00121,pint_sg,True,,{}
INV-SRC-00122,facturx,True,,{}
INV-SRC-00123,nlcius,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""NL452798524B01""}"
INV-SRC-00124,facturx,True,,{}
INV-SRC-00125,xrechnung_ubl,True,,{}
INV-SRC-00126,peppol_bis_3,True,,{}
INV-SRC-00127,nlcius,True,,{}
INV-SRC-00128,facturx,True,,{}
INV-SRC-00129,nlcius,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""NL984713915B59""}"
INV-SRC-00130,facturx,True,,{}
INV-SRC-00131,peppol_bis_3,False,tax_amount_mismatch,"{""tax_amount"": ""5085.54"", ""total_amount"": ""30513.24""}"
INV-SRC-00132,xrechnung_ubl,True,,{}
INV-SRC-00133,xrechnung_ubl,True,,{}
INV-SRC-00134,pint_my,True,,{}
INV-SRC-00135,nlcius,True,,{}
INV-SRC-00136,xrechnung_ubl,True,,{}
INV-SRC-00137,xrechnung_ubl,True,,{}
INV-SRC-00138,peppol_bis_3,True,,{}
INV-SRC-00139,peppol_bis_3,True,,{}
INV-SRC-00140,peppol_bis_3,True,,{}
INV-SRC-00141,facturx,True,,{}
INV-SRC-00142,nlcius,True,,{}
INV-SRC-00143,peppol_bis_3,True,,{}
INV-SRC-00144,xrechnung_ubl,True,,{}
INV-SRC-00145,peppol_bis_3,True,,{}
INV-SRC-00146,xrechnung_ubl,True,,{}
INV-SRC-00147,pint_sg,True,,{}
INV-SRC-00148,pint_my,False,tax_amount_mismatch,"{""tax_amount"": ""0.0"", ""total_amount"": ""126122.22""}"
INV-SRC-00149,pint_my,True,,{}
INV-SRC-00150,xrechnung_ubl,True,,{}
INV-SRC-00151,nlcius,True,,{}
INV-SRC-00152,xrechnung_ubl,True,,{}
INV-SRC-00153,facturx,True,,{}
INV-SRC-00154,xrechnung_ubl,True,,{}
INV-SRC-00155,pint_sg,True,,{}
INV-SRC-00156,xrechnung_ubl,True,,{}
INV-SRC-00157,pint_my,True,,{}
INV-SRC-00158,nlcius,True,,{}
INV-SRC-00159,facturx,False,credit_note_not_supported,"{""subtotal"": ""26472.41"", ""tax_amount"": ""2144.27"", ""total_amount"": ""28616.68""}"
INV-SRC-00160,peppol_bis_3,True,,{}
INV-SRC-00161,facturx,True,,{}
INV-SRC-00162,facturx,True,,{}
INV-SRC-00163,facturx,False,missing_required_field,"{""buyer_id"": ""LEFE-1562""}"
INV-SRC-00164,xrechnung_ubl,False,seller_vat_format_invalid,"{""seller_vat"": ""MY741926764921""}"
INV-SRC-00165,nlcius,True,,{}
INV-SRC-00166,peppol_bis_3,True,,{}
INV-SRC-00167,nlcius,True,,{}
INV-SRC-00168,peppol_bis_3,True,,{}
INV-SRC-00169,pint_my,True,,{}
INV-SRC-00170,peppol_bis_3,True,,{}
INV-SRC-00171,nlcius,True,,{}
INV-SRC-00172,nlcius,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""NL491624755B41""}"
INV-SRC-00173,nlcius,True,,{}
INV-SRC-00174,peppol_bis_3,True,,{}
INV-SRC-00175,peppol_bis_3,True,,{}
INV-SRC-00176,facturx,True,,{}
INV-SRC-00177,pint_sg,True,,{}
INV-SRC-00178,peppol_bis_3,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""BE0862369036""}"
INV-SRC-00179,facturx,True,,{}
INV-SRC-00180,xrechnung_ubl,True,,{}
INV-SRC-00181,nlcius,False,seller_vat_format_invalid|missing_required_field,"{""seller_vat"": ""DE960567303"", ""payment_reference"": ""PAY-412828-00181""}"
INV-SRC-00182,peppol_bis_3,False,tax_amount_mismatch,"{""tax_amount"": ""939.86"", ""total_amount"": ""14366.46""}"
INV-SRC-00183,nlcius,True,,{}
INV-SRC-00184,peppol_bis_3,True,,{}
INV-SRC-00185,nlcius,True,,{}
INV-SRC-00186,nlcius,True,,{}
INV-SRC-00187,peppol_bis_3,True,,{}
INV-SRC-00188,xrechnung_ubl,True,,{}
INV-SRC-00189,pint_sg,True,,{}
INV-SRC-00190,peppol_bis_3,False,tax_amount_mismatch,"{""tax_amount"": ""42984.61"", ""total_amount"": ""257907.67""}"
INV-SRC-00191,pint_my,True,,{}
INV-SRC-00192,facturx,True,,{}
INV-SRC-00193,facturx,False,missing_required_field,"{""delivery_date"": ""2025-11-29""}"
INV-SRC-00194,facturx,True,,{}
INV-SRC-00195,peppol_bis_3,True,,{}
INV-SRC-00196,facturx,True,,{}
INV-SRC-00197,peppol_bis_3,True,,{}
INV-SRC-00198,nlcius,True,,{}
INV-SRC-00199,xrechnung_ubl,True,,{}
INV-SRC-00200,xrechnung_ubl,True,,{}
INV-SRC-00201,facturx,True,,{}
INV-SRC-00202,nlcius,True,,{}
INV-SRC-00203,facturx,True,,{}
INV-SRC-00204,pint_sg,True,,{}
INV-SRC-00205,nlcius,True,,{}
INV-SRC-00206,facturx,False,tax_amount_mismatch,"{""tax_amount"": ""167.2"", ""total_amount"": ""2555.75""}"
INV-SRC-00207,peppol_bis_3,True,,{}
INV-SRC-00208,peppol_bis_3,False,missing_required_field,"{""payment_reference"": ""PAY-798249-00208""}"
INV-SRC-00209,peppol_bis_3,False,tax_amount_mismatch,"{""tax_amount"": ""24912.0"", ""total_amount"": ""274032.03""}"
INV-SRC-00210,pint_my,True,,{}
INV-SRC-00211,facturx,True,,{}
INV-SRC-00212,xrechnung_ubl,True,,{}
INV-SRC-00213,nlcius,True,,{}
INV-SRC-00214,nlcius,True,,{}
INV-SRC-00215,nlcius,True,,{}
INV-SRC-00216,facturx,True,,{}
INV-SRC-00217,peppol_bis_3,True,,{}
INV-SRC-00218,facturx,True,,{}
INV-SRC-00219,facturx,True,,{}
INV-SRC-00220,nlcius,True,,{}
INV-SRC-00221,xrechnung_ubl,True,,{}
INV-SRC-00222,xrechnung_ubl,False,tax_amount_mismatch,"{""tax_amount"": ""3069.11"", ""total_amount"": ""37170.32""}"
INV-SRC-00223,pint_sg,True,,{}
INV-SRC-00224,nlcius,True,,{}
INV-SRC-00225,facturx,True,,{}
INV-SRC-00226,nlcius,True,,{}
INV-SRC-00227,xrechnung_ubl,True,,{}
INV-SRC-00228,xrechnung_ubl,True,,{}
INV-SRC-00229,peppol_bis_3,True,,{}
INV-SRC-00230,peppol_bis_3,False,missing_required_field,"{""buyer_id"": ""VAN-4683""}"
INV-SRC-00231,facturx,True,,{}
INV-SRC-00232,xrechnung_ubl,True,,{}
INV-SRC-00233,peppol_bis_3,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""BE0706734996""}"
INV-SRC-00234,nlcius,True,,{}
INV-SRC-00235,nlcius,False,seller_vat_format_invalid,"{""seller_vat"": ""DE749511918""}"
INV-SRC-00236,peppol_bis_3,True,,{}
INV-SRC-00237,xrechnung_ubl,True,,{}
INV-SRC-00238,peppol_bis_3,False,currency_not_supported|tax_amount_mismatch,"{""currency"": ""EUR"", ""tax_amount"": ""5099.04"", ""total_amount"": ""31936.08""}"
INV-SRC-00239,nlcius,True,,{}
INV-SRC-00240,peppol_bis_3,False,seller_vat_format_invalid,"{""seller_vat"": ""FRFQ289634064""}"
INV-SRC-00241,xrechnung_ubl,False,currency_not_supported|buyer_vat_missing_for_target,"{""currency"": ""EUR"", ""buyer_vat"": ""DE743811995""}"
INV-SRC-00242,nlcius,True,,{}
INV-SRC-00243,nlcius,True,,{}
INV-SRC-00244,pint_sg,True,,{}
INV-SRC-00245,facturx,True,,{}
INV-SRC-00246,nlcius,True,,{}
INV-SRC-00247,pint_sg,True,,{}
INV-SRC-00248,peppol_bis_3,True,,{}
INV-SRC-00249,nlcius,False,currency_not_supported,"{""currency"": ""EUR""}"
INV-SRC-00250,nlcius,False,seller_vat_format_invalid,"{""seller_vat"": ""DE127128524""}"
INV-SRC-00251,pint_sg,True,,{}
INV-SRC-00252,peppol_bis_3,True,,{}
INV-SRC-00253,nlcius,True,,{}
INV-SRC-00254,pint_my,True,,{}
INV-SRC-00255,facturx,True,,{}
INV-SRC-00256,peppol_bis_3,True,,{}
INV-SRC-00257,facturx,True,,{}
INV-SRC-00258,peppol_bis_3,True,,{}
INV-SRC-00259,peppol_bis_3,True,,{}
INV-SRC-00260,nlcius,True,,{}
INV-SRC-00261,facturx,False,missing_required_field,"{""buyer_id"": ""MORE-6269""}"
INV-SRC-00262,peppol_bis_3,True,,{}
INV-SRC-00263,pint_sg,False,tax_amount_mismatch,"{""tax_amount"": ""0.0"", ""total_amount"": ""26130.07""}"
INV-SRC-00264,nlcius,True,,{}
INV-SRC-00265,peppol_bis_3,True,,{}
INV-SRC-00266,xrechnung_ubl,True,,{}
INV-SRC-00267,xrechnung_ubl,True,,{}
INV-SRC-00268,nlcius,True,,{}
INV-SRC-00269,facturx,True,,{}
INV-SRC-00270,nlcius,True,,{}
INV-SRC-00271,xrechnung_ubl,True,,{}
INV-SRC-00272,nlcius,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""NL365346060B56""}"
INV-SRC-00273,xrechnung_ubl,True,,{}
INV-SRC-00274,facturx,True,,{}
INV-SRC-00275,nlcius,True,,{}
INV-SRC-00276,xrechnung_ubl,True,,{}
INV-SRC-00277,nlcius,False,tax_amount_mismatch,"{""tax_amount"": ""22597.79"", ""total_amount"": ""141533.54""}"
INV-SRC-00278,peppol_bis_3,True,,{}
INV-SRC-00279,pint_sg,False,currency_not_supported,"{""currency"": ""SGD""}"
INV-SRC-00280,nlcius,True,,{}
INV-SRC-00281,pint_my,False,seller_vat_format_invalid|missing_required_field,"{""seller_vat"": ""SG666267055D"", ""buyer_id"": ""HARM-7869""}"
INV-SRC-00282,xrechnung_ubl,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""DE214559376""}"
INV-SRC-00283,pint_my,True,,{}
INV-SRC-00284,pint_my,False,currency_not_supported,"{""currency"": ""MYR""}"
INV-SRC-00285,pint_sg,False,seller_vat_format_invalid,"{""seller_vat"": ""MY5144881121""}"
INV-SRC-00286,nlcius,True,,{}
INV-SRC-00287,facturx,False,line_item_structure_incompatible,"{""line_item_structure"": ""flat""}"
INV-SRC-00288,pint_sg,True,,{}
INV-SRC-00289,nlcius,True,,{}
INV-SRC-00290,pint_sg,True,,{}
INV-SRC-00291,xrechnung_ubl,False,seller_vat_format_invalid|buyer_vat_missing_for_target,"{""seller_vat"": ""NL827802058B69"", ""buyer_vat"": ""DE507321464""}"
INV-SRC-00292,nlcius,True,,{}
INV-SRC-00293,peppol_bis_3,False,seller_vat_format_invalid,"{""seller_vat"": ""DE250826112""}"
INV-SRC-00294,pint_my,True,,{}
INV-SRC-00295,xrechnung_ubl,True,,{}
INV-SRC-00296,facturx,True,,{}
INV-SRC-00297,peppol_bis_3,True,,{}
INV-SRC-00298,peppol_bis_3,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""BE0561140428""}"
INV-SRC-00299,pint_sg,False,currency_not_supported|missing_required_field,"{""currency"": ""SGD"", ""buyer_id"": ""MERI-7479""}"
INV-SRC-00300,xrechnung_ubl,True,,{}
INV-SRC-00301,pint_my,False,tax_amount_mismatch,"{""tax_amount"": ""19696.05"", ""total_amount"": ""238541.05""}"
INV-SRC-00302,facturx,True,,{}
INV-SRC-00303,pint_sg,True,,{}
INV-SRC-00304,xrechnung_ubl,True,,{}
INV-SRC-00305,peppol_bis_3,True,,{}
INV-SRC-00306,peppol_bis_3,True,,{}
INV-SRC-00307,facturx,True,,{}
INV-SRC-00308,xrechnung_ubl,True,,{}
INV-SRC-00309,nlcius,False,buyer_vat_missing_for_target|missing_required_field,"{""buyer_vat"": ""NL227585485B96"", ""payment_reference"": ""PAY-481377-00309""}"
INV-SRC-00310,peppol_bis_3,True,,{}
INV-SRC-00311,nlcius,True,,{}
INV-SRC-00312,peppol_bis_3,True,,{}
INV-SRC-00313,xrechnung_ubl,True,,{}
INV-SRC-00314,pint_sg,True,,{}
INV-SRC-00315,xrechnung_ubl,True,,{}
INV-SRC-00316,peppol_bis_3,True,,{}
INV-SRC-00317,nlcius,True,,{}
INV-SRC-00318,peppol_bis_3,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""BE0417268080""}"
INV-SRC-00319,xrechnung_ubl,True,,{}
INV-SRC-00320,xrechnung_ubl,True,,{}
INV-SRC-00321,facturx,True,,{}
INV-SRC-00322,peppol_bis_3,True,,{}
INV-SRC-00323,xrechnung_ubl,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""DE287942968""}"
INV-SRC-00324,xrechnung_ubl,True,,{}
INV-SRC-00325,xrechnung_ubl,True,,{}
INV-SRC-00326,facturx,True,,{}
INV-SRC-00327,xrechnung_ubl,False,tax_amount_mismatch,"{""tax_amount"": ""2320.83"", ""total_amount"": ""17793.01""}"
INV-SRC-00328,facturx,True,,{}
INV-SRC-00329,pint_sg,False,seller_vat_format_invalid|buyer_vat_missing_for_target,"{""seller_vat"": ""MY54016599530"", ""buyer_vat"": ""SG062212242Q""}"
INV-SRC-00330,nlcius,True,,{}
INV-SRC-00331,xrechnung_ubl,True,,{}
INV-SRC-00332,xrechnung_ubl,True,,{}
INV-SRC-00333,pint_sg,True,,{}
INV-SRC-00334,facturx,True,,{}
INV-SRC-00335,nlcius,True,,{}
INV-SRC-00336,pint_sg,False,seller_vat_format_invalid,"{""seller_vat"": ""MY85169949708""}"
INV-SRC-00337,nlcius,True,,{}
INV-SRC-00338,nlcius,True,,{}
INV-SRC-00339,pint_my,True,,{}
INV-SRC-00340,facturx,True,,{}
INV-SRC-00341,peppol_bis_3,True,,{}
INV-SRC-00342,facturx,True,,{}
INV-SRC-00343,xrechnung_ubl,True,,{}
INV-SRC-00344,pint_my,True,,{}
INV-SRC-00345,pint_sg,True,,{}
INV-SRC-00346,pint_sg,True,,{}
INV-SRC-00347,peppol_bis_3,True,,{}
INV-SRC-00348,nlcius,False,tax_amount_mismatch,"{""tax_amount"": ""8689.79"", ""total_amount"": ""153519.64""}"
INV-SRC-00349,pint_sg,True,,{}
INV-SRC-00350,pint_my,True,,{}
INV-SRC-00351,xrechnung_ubl,False,missing_required_field,"{""delivery_date"": ""2025-11-04""}"
INV-SRC-00352,pint_sg,True,,{}
INV-SRC-00353,peppol_bis_3,True,,{}
INV-SRC-00354,nlcius,True,,{}
INV-SRC-00355,xrechnung_ubl,True,,{}
INV-SRC-00356,xrechnung_ubl,True,,{}
INV-SRC-00357,pint_sg,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""SG450063553R""}"
INV-SRC-00358,pint_sg,True,,{}
INV-SRC-00359,peppol_bis_3,True,,{}
INV-SRC-00360,peppol_bis_3,True,,{}
INV-SRC-00361,facturx,True,,{}
INV-SRC-00362,pint_sg,True,,{}
INV-SRC-00363,nlcius,True,,{}
INV-SRC-00364,pint_my,True,,{}
INV-SRC-00365,xrechnung_ubl,True,,{}
INV-SRC-00366,facturx,True,,{}
INV-SRC-00367,xrechnung_ubl,True,,{}
INV-SRC-00368,peppol_bis_3,True,,{}
INV-SRC-00369,peppol_bis_3,True,,{}
INV-SRC-00370,facturx,True,,{}
INV-SRC-00371,pint_my,True,,{}
INV-SRC-00372,facturx,True,,{}
INV-SRC-00373,xrechnung_ubl,False,missing_required_field,"{""buyer_id"": ""WEBE-7750""}"
INV-SRC-00374,pint_sg,True,,{}
INV-SRC-00375,pint_my,True,,{}
INV-SRC-00376,peppol_bis_3,True,,{}
INV-SRC-00377,facturx,True,,{}
INV-SRC-00378,nlcius,True,,{}
INV-SRC-00379,xrechnung_ubl,False,seller_vat_format_invalid,"{""seller_vat"": ""FRUB010898573""}"
INV-SRC-00380,peppol_bis_3,False,missing_required_field,"{""payment_reference"": ""PAY-584570-00380""}"
INV-SRC-00381,pint_my,True,,{}
INV-SRC-00382,xrechnung_ubl,True,,{}
INV-SRC-00383,facturx,False,missing_required_field|tax_amount_mismatch,"{""buyer_id"": ""MORE-6271"", ""tax_amount"": ""8541.53"", ""total_amount"": ""130563.45""}"
INV-SRC-00384,pint_sg,False,missing_required_field,"{""buyer_id"": ""ORCH-7710""}"
INV-SRC-00385,facturx,True,,{}
INV-SRC-00386,facturx,True,,{}
INV-SRC-00387,nlcius,True,,{}
INV-SRC-00388,facturx,True,,{}
INV-SRC-00389,nlcius,True,,{}
INV-SRC-00390,xrechnung_ubl,True,,{}
INV-SRC-00391,nlcius,True,,{}
INV-SRC-00392,pint_my,True,,{}
INV-SRC-00393,facturx,True,,{}
INV-SRC-00394,peppol_bis_3,True,,{}
INV-SRC-00395,nlcius,True,,{}
INV-SRC-00396,pint_sg,True,,{}
INV-SRC-00397,facturx,True,,{}
INV-SRC-00398,nlcius,False,seller_vat_format_invalid,"{""seller_vat"": ""DE162590841""}"
INV-SRC-00399,xrechnung_ubl,True,,{}
INV-SRC-00400,xrechnung_ubl,True,,{}
INV-SRC-00401,facturx,True,,{}
INV-SRC-00402,peppol_bis_3,False,missing_required_field,"{""buyer_id"": ""JANS-8567""}"
INV-SRC-00403,facturx,True,,{}
INV-SRC-00404,nlcius,False,missing_required_field,"{""payment_reference"": ""PAY-845201-00404""}"
INV-SRC-00405,xrechnung_ubl,True,,{}
INV-SRC-00406,xrechnung_ubl,True,,{}
INV-SRC-00407,peppol_bis_3,True,,{}
INV-SRC-00408,nlcius,True,,{}
INV-SRC-00409,pint_my,True,,{}
INV-SRC-00410,nlcius,False,missing_required_field,"{""payment_reference"": ""PAY-289092-00410""}"
INV-SRC-00411,facturx,True,,{}
INV-SRC-00412,nlcius,True,,{}
INV-SRC-00413,facturx,True,,{}
INV-SRC-00414,facturx,False,seller_vat_format_invalid,"{""seller_vat"": ""DE336109441""}"
INV-SRC-00415,xrechnung_ubl,True,,{}
INV-SRC-00416,facturx,True,,{}
INV-SRC-00417,xrechnung_ubl,True,,{}
INV-SRC-00418,xrechnung_ubl,True,,{}
INV-SRC-00419,nlcius,False,currency_not_supported|missing_required_field,"{""currency"": ""EUR"", ""buyer_id"": ""SMIT-2481""}"
INV-SRC-00420,nlcius,False,tax_amount_mismatch,"{""tax_amount"": ""0.0"", ""total_amount"": ""58460.36""}"
INV-SRC-00421,facturx,True,,{}
INV-SRC-00422,nlcius,False,missing_required_field,"{""payment_reference"": ""PAY-713739-00422""}"
INV-SRC-00423,xrechnung_ubl,True,,{}
INV-SRC-00424,facturx,True,,{}
INV-SRC-00425,facturx,True,,{}
INV-SRC-00426,nlcius,True,,{}
INV-SRC-00427,peppol_bis_3,True,,{}
INV-SRC-00428,facturx,True,,{}
INV-SRC-00429,xrechnung_ubl,True,,{}
INV-SRC-00430,peppol_bis_3,True,,{}
INV-SRC-00431,peppol_bis_3,True,,{}
INV-SRC-00432,peppol_bis_3,True,,{}
INV-SRC-00433,xrechnung_ubl,True,,{}
INV-SRC-00434,pint_sg,True,,{}
INV-SRC-00435,facturx,True,,{}
INV-SRC-00436,facturx,False,line_item_structure_incompatible|credit_note_not_supported,"{""line_item_structure"": ""flat"", ""subtotal"": ""222478.69"", ""tax_amount"": ""15573.51"", ""total_amount"": ""238052.2""}"
INV-SRC-00437,nlcius,False,missing_required_field,"{""payment_reference"": ""PAY-662540-00437""}"
INV-SRC-00438,facturx,True,,{}
INV-SRC-00439,xrechnung_ubl,False,currency_not_supported,"{""currency"": ""EUR""}"
INV-SRC-00440,peppol_bis_3,True,,{}
INV-SRC-00441,facturx,True,,{}
INV-SRC-00442,peppol_bis_3,True,,{}
INV-SRC-00443,xrechnung_ubl,False,missing_required_field,"{""buyer_id"": ""SCHM-8377""}"
INV-SRC-00444,xrechnung_ubl,True,,{}
INV-SRC-00445,nlcius,False,buyer_vat_missing_for_target|missing_required_field,"{""buyer_vat"": ""NL773123155B50"", ""buyer_id"": ""DIJK-9959""}"
INV-SRC-00446,xrechnung_ubl,True,,{}
INV-SRC-00447,nlcius,True,,{}
INV-SRC-00448,facturx,True,,{}
INV-SRC-00449,xrechnung_ubl,True,,{}
INV-SRC-00450,peppol_bis_3,False,buyer_vat_missing_for_target,"{""buyer_vat"": ""BE0904733145""}"
INV-SRC-00451,nlcius,True,,{}
INV-SRC-00452,nlcius,True,,{}
INV-SRC-00453,xrechnung_ubl,True,,{}
INV-SRC-00454,facturx,True,,{}
INV-SRC-00455,xrechnung_ubl,True,,{}
INV-SRC-00456,facturx,True,,{}
INV-SRC-00457,nlcius,False,tax_amount_mismatch,"{""tax_amount"": ""1491.5"", ""total_amount"": ""16406.49""}"
INV-SRC-00458,facturx,True,,{}
